Job Title,Company Name,Company Location,Job Type,Posted date,Experience,Requirements
Security Solutions Architect,"NTT DATA, Inc.","Riyadh, Saudi Arabia",Full Time,2024-08-30,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Engineering · Computer Engineering · Software Engineering · Software Development · Solution Architecture
Technical Project Manager,Aldabboos Group,"Sheraton, Cairo, Egypt",Full Time,2024-08-26,Manager,IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Project Management · technical project manager · Software Development · ERP Software · Android Software · Database
"Head, Digital Technology",QatarEnergy,"Doha, Qatar",Full Time,2024-09-05,Experienced,IT/Software Development · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Media · Digital Marketing Computer Science · Information Technology (IT) · Accounting
Global Reliability Technician,Smiths Detection,"Dubai, United Arab Emirates",Full Time,2024-09-04,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · engineering computer science · information technology (it) · mechanical engineering · maintenance · quality · english
Senior Solutions Architect (Server/Datacenter) - Saudi Arabia,AMD,"Dubai, United Arab Emirates",Full Time,2024-09-05,Experienced,Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) Computer Science · Architecture · AutoCAD · Design · Software Development
"Account Manager, Uber For Business",Uber,"Riyadh, Saudi Arabia",Full Time,2024-09-06,Experienced,Business Development · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Business Development · Customer Service · Customer Support · Microsoft Office · Sales Target
Mechanical Engineer,ALQIMA Real Estate & Development,"New Damietta, Damietta, Egypt",Full Time,2024-08-25,Experienced,Engineering - Mechanical/Electrical · AutoCAD · CAD · Mechanical Engineering · Revit · Mechanical
Process Support Engineer,Qatar Chemical Company,"Doha, Qatar",Full Time,2024-09-05,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Engineering · Technical Support · Customer Service · Customer Support · Customer Care
Senior Financial Analyst,Panda Retail Company – Savola Group,"Makkah, Saudi Arabia",Full Time,2024-09-05,Experienced,Accounting/Finance · IT/Software Development · Analyst/Research · Finance · Accounting · Financial Analysis · Information Technology (IT) · Analysis Computer Science · Business Analysis
Manager Logistics Performance,talabat,"Kuwait City, Kuwait",Full Time,2024-09-02,Experienced,Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Logistics · Supply Chain · Microsoft Office · Management · Purchasing · Warehousing · English
TS Controller (IT Security Compliance),Hamad International Airport,"Doha, Qatar",Full Time,2024-09-04,Entry Level,IT/Software Development · Quality · Engineering - Telecom/Technology computer science · information technology (it) · javascript · c# · design · iso
Support Specialist,Global Payments Inc.,"Dubai, United Arab Emirates",Full Time,2024-08-31,Entry Level,Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Customer Support · Customer Service · Technical Support Computer Science · Customer Care · Installation
Senior Graphic Designer,VML,"Kuwait City, Kuwait",Full Time,2024-09-04,Experienced,Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · Adobe Photoshop · Design · Adobe Illustrator · Adobe Indesign · Social Media · Marketing
IT Application & CRM Manager,Snoonu,"Doha, Qatar",Full Time,2024-08-27,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Software Development · Computer Engineering · Software Engineering · Engineering · SQL
Operations Engineer (Renewable Energy),avua,"Dubai, United Arab Emirates",Full Time,2024-08-30,Not specified,IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Engineering · Operations · Information Technology (IT) Computer Science · Mechanical Engineering · Management · Maintenance
District Manager- Hospitals/Institutional Business,STIO Life Science,"Cairo, Egypt",Full Time,2024-08-20,Experienced,Medical/Healthcare · Pharmaceutical · Management · Sales · sales skills · Hospitals · business · Finance · Marketing
Continuous Control Monitoring Assistant Manager,stc,"Riyadh, Saudi Arabia",Full Time,2024-09-03,Manager,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · microsoft office · engineering · information technology (it) computer science · accounting · finance · management
System Engineer,Confidential,"Cairo, Egypt",Full Time,2024-08-22,Entry Level,IT/Software Development · Communication skills · Information Systems · Information Technology (IT)
Senior System Engineer,Confidential,"Cairo, Egypt",Full Time,2024-08-22,Experienced,IT/Software Development · Information Technology (IT) · Information Systems
Web Developer,Confidential,"Riyadh, Saudi Arabia",Full Time,2024-08-22,Experienced,IT/Software Development · JavaScript · HTML · CSS · .Net · Web Development · Software Development
Crusher and Quarry Senior Manager,Confidential,"New Menia, Minya, Egypt",Full Time,2024-08-21,Manager,Operations/Management · Engineering - Other · Minning · Cement
"QNB2847-Associate, Backup Power (Qatarization)",QNB Group,"Doha, Qatar",Full Time,2024-09-01,Entry Level,Administration · Installation/Maintenance/Repair · IT/Software Development · information technology (it) · administration computer science · installation · repair · engineering · troubleshooting
"Lead, Active Defense",QatarEnergy,"Doha, Qatar",Full Time,2024-09-05,Experienced,IT/Software Development · Marketing/PR/Advertising · Sales/Retail · sales · sales skills · sales target · marketing · engineering computer science · management
Solutions Architect (Server/Datacenter) - Saudi Arabia,AMD,"Dubai, United Arab Emirates",Full Time,2024-09-05,Experienced,Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Engineering · Computer Engineering · Software Engineering · Software Development · Solution Architecture
Project Engineer,DHL Global Forwarding,"Riyadh, Saudi Arabia",Full Time,2024-09-05,Experienced,Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Project Management · Engineering · Civil Engineering · Construction · Information Technology (IT) Computer Science · Architecture
Junior Scholarship,Zewail City,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,Administration · Operations/Management · Project/Program Management · Fundraising · Donors · scholarship · Communication skills · Business Administration · events
IT Supervisor,The Ned,"Doha, Qatar",Full Time,2024-08-28,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Engineering · Maintenance · Computer Hardware · Installation · Microsoft System
Quality Control Engineer,Confidential,"10th of Ramadan City, Sharqia, Egypt",Full Time,2024-09-14,Experienced,Quality · Quality Control · English · quality · SAP
Mechanical Engineer,Al-Safwa Engineering Industry,"6th of October, Giza, Egypt",Full Time,2024-08-20,Experienced,Engineering - Mechanical/Electrical · 3D · AutoCAD · Mechanical Engineering · Mechanical · technical · Design · Engineering
Senior Sales Account Manager,Flow Talent,"Dubai, United Arab Emirates",Full Time,2024-09-02,Experienced,Customer Service/Support · IT/Software Development · Sales/Retail · Sales · Sales Skills · Customer Service · Sales Target · Customer Support · Customer Care · Information Technology (IT)
Quality Control Testing Specialist,Grifols Egypt for Plasma Derivatives,"Cairo, Egypt",Full Time,2024-09-14,Experienced,Quality · Quality Control · English · Health
Sustainable Design and Decarbonisation Manager,Life1 International,"Tabuk, Saudi Arabia",Full Time,2024-08-29,Experienced,Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · engineering · information technology (it) computer science · sales · management · construction · design
Operations Manager- Saudi/UAE,Guardian Industries,"Riyadh, Saudi Arabia",Full Time,2024-09-01,Experienced,IT/Software Development · Operations/Management · Sales/Retail · microsoft office · sales · engineering · management · operations · quality · customer service
Tech Lead,Tech Mahindra,"Doha, Qatar",Full Time,2024-09-06,Experienced,IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Software Development · javaScript · Agile · Engineering · PHP
Learning & Development Specialist,UNITED STEEL INDUSTRIAL CO.,"Kuwait City, Kuwait",Full Time,2024-08-29,Experienced,IT/Software Development · Engineering - Telecom/Technology · Education/Teaching · Education · Learning · Training · Information Technology (IT) Computer Science · Teaching · E-Learning
Solutions Architect,Cloudera,"Riyadh, Saudi Arabia",Full Time,2024-08-24,Experienced,Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Engineering · Computer Engineering · Software Engineering · Software Development · Solution Architecture
Document Controller / Technical Clerk,Global Projects Services AG,"Doha, Qatar",Freelance / Project,2024-09-04,Manager,Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · engineering computer science · software development · construction · english · installation
Intelligence Analyst (Hybrid),PINKERTON | Comprehensive Risk Management,"Dubai, United Arab Emirates",Full Time,2024-08-25,Experienced,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Business Intelligence Computer Science · Information Technology (IT) · Analysis · Engineering · SQL
Cyber Security Engineer,Cyberr®,"Dubai, United Arab Emirates",Full Time,2024-08-26,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Engineering · Security · Networking · Computer Engineering · Cisco
Purchasing Supervisor,The Ned,"Doha, Qatar",Full Time,2024-09-03,Experienced,Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical · Purchasing · Procurement · Supply Chain · Logistics · Engineering · Microsoft Office · Business Administration
Fraud Monitoring Analyst,ADIB Abu Dhabi Islamic Bank,"Dubai, United Arab Emirates",Full Time,2024-09-03,Experienced,Accounting/Finance · Banking · Analyst/Research · Finance · Accounting · Analysis · Banking · Budegting · Budgeting · CMA
Subject Matter Expert,dss+,"Doha, Qatar",Full Time,2024-09-03,Experienced,Customer Service/Support · Analyst/Research · Education/Teaching · Subject Matter Expert · Education · SME · Teaching · Curriculum Development · Educational Consultation · Call Center
Marketing Content Creator SEO,Mirrorful,"New Cairo, Cairo, Egypt",Internship,2024-08-17,Entry Level,Marketing/PR/Advertising · Communication · Content Marketing · Digital · Digital Marketing · Google Analytics · digital marketing · SEO · Communication skills · Social Media
Performance Manager,dentsu,"Dubai, United Arab Emirates",Full Time,2024-09-02,Experienced,Hospitality/Hotels/Food Services · Human Resources · Operations/Management · Performance Management · Human Resources (HR) · Recruitment · Management · Training · Microsoft Office · Personnel
Senior Director Services,Ooredoo Group,"Doha, Qatar",Full Time,2024-09-02,Senior Management,Accounting/Finance · Customer Service/Support · IT/Software Development · Information Technology (IT) Computer Science · Microsoft Office · Customer Service · Customer Care · Customer Support · Engineering
Geoinformation Systems Engineer,Jadeclover (SEA) Pte Ltd,"Kuwait City, Kuwait",Freelance / Project,2024-09-02,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Engineering · Computer Engineering · Installation · Linux · Maintenance
IT Executive,Anantara Hotels & Resorts,"Doha, Qatar",Full Time,2024-08-26,Entry Level,Customer Service/Support · IT/Software Development · Sales/Retail · Information Technology (IT) · Sales · Sales Skills Computer Science · IT Sales · Sales Target · Customer Service
Manager – Model Development,Abu Dhabi Commercial Bank,"Dubai, United Arab Emirates",Full Time,2024-08-26,Experienced,Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Marketing · Sales Target · Management · Customer Service
Technician - Solar Project,Xad Technologies (Pvt) Ltd,"Dubai, United Arab Emirates",Full Time,2024-09-01,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Mechanical/Electrical · Maintenance · Information Technology (IT) Computer Science · Engineering · Installation · Mechanical Engineering · Technical Support
Business Development Manager,DHL Global Forwarding,"Riyadh, Saudi Arabia",Full Time,2024-08-31,Experienced,Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Customer Support
Performance Monitoring Expert,"Zakat, Tax and Customs Authority","Riyadh, Saudi Arabia",Full Time,2024-08-26,Entry Level,IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) computer science · engineering · microsoft office · management · finance · administration
Medical Sales Representative,Novo Nordisk,"Riyadh, Saudi Arabia",Full Time,2024-08-31,Not specified,Customer Service/Support · Medical/Healthcare · Sales/Retail · Sales · Sales Skills · Sales Target · Customer Service · Customer Support · Customer Care · Medical
Administrator - Supplier Relations,dnata,"Dubai, United Arab Emirates",Full Time,2024-08-23,Experienced,Administration · Customer Service/Support · Sales/Retail · Administration · Microsoft Office · Office Management · Business Administration · Admin · Secretary · Customer Service
Admin Assistant,Data Science,"Hadayek October, Giza, Egypt",Full Time,2024-08-18,Entry Level,Administration · Customer Service/Support · Operations/Management · Admin · Admin Assistant · Administration · Assistant · Communication skills · Management · Office management
Senior Store Customer Advisor,Zegna,"Riyadh, Saudi Arabia",Full Time,2024-08-30,Entry Level,IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · sales · information technology (it) computer science · sales skills · customer service · retail · communication skills
Associate Vendor Operations Specialist - NFV,talabat,"Doha, Qatar",Full Time,2024-08-30,Entry Level,IT/Software Development · Purchasing/Procurement · Engineering - Telecom/Technology · information technology (it) computer science · microsoft office · logistics · operations · management · it
Reliability Engineer I,North Oil Company Qatar,"Doha, Qatar",Full Time,2024-08-20,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering Computer Science · Information Technology (IT) · Java · Python · AWS · Software Engineering
Projects HSE Manager,Confidential,"Cairo, Egypt",Full Time,2024-08-16,Manager,Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · HSE · EPC · Petroleum Field · Oil & Gas Field · Petrochemical Engineering · Construction Field · NEBOSH
Engineering & Security Director (M/F),MAMA SHELTER LISBOA,"Dubai, United Arab Emirates",Full Time,2024-08-29,Manager,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) Computer Science · Software Development · Software Engineering · Computer Engineering · Mechanical Engineering
End User Comp Tech (Deploy),The Exchange,"Kuwait City, Kuwait",Full Time,2024-08-29,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) computer science · software development · css · networking · software · troubleshooting
Program Manager- (24-month Contractor)-UAE,LRQA sustainability,"Dubai, United Arab Emirates",Freelance / Project,2024-08-29,Experienced,IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Project Management · Information Technology (IT) · Management Computer Science · Engineering · Program Management · Programming
Quality Control Specialist - Chemical,SAUDIBIO سعودي بايو,"Riyadh, Saudi Arabia",Full Time,2024-08-23,Experienced,IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Quality · Engineering · QC · QA Computer Science
Oracle Techno Function OM,Global Napi Pharmaceuticals,"6th of October, Giza, Egypt",Full Time,2024-08-15,Experienced,IT/Software Development · Oracle · EBS · SQL · Information Technology (IT)
IT Specialist,Confidential,"6th of October, Giza, Egypt",Full Time,2024-08-15,Experienced,IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Linux · Information technology · DNS · Network
Biology Lab Specialist,Zewail City,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,R&D/Science · Biology · Laboratory · Computer Skills
Medical Representative,Sandoz,"Dubai, United Arab Emirates",Full Time,2024-08-22,Entry Level,Medical/Healthcare · Sales/Retail · Pharmaceutical · Sales · Sales Skills · Medical · Pharmacy · Sales Target Science · Medical Sales
Young Talent Graduate,"NTT DATA, Inc.","Riyadh, Saudi Arabia",Full Time,2024-08-16,Entry Level,IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · information technology (it) computer science · computer engineering · html · engineering · finance · communication skills
Chief Technology Officer,ASTUDIO,"Dubai, United Arab Emirates",Full Time,2024-08-26,Manager,Accounting/Finance · Operations/Management · C-Level Executive/GM/Director · Finance · Accounting · Financial Management · Financial Analysis · Management · MBA · Information Technology (IT)
IT Help Desk Specialist,Parkville Pharmaceuticals,"Mohandessin, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · IT · Information Technology (IT)
IT Manager,The Ned,"Doha, Qatar",Full Time,2024-08-23,Experienced,IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Project Management · Engineering · Software Development · Computer Engineering · Management
"Sr. Associate, Talent Analytics",WTW,"Dubai, United Arab Emirates",Full Time,2024-08-16,Experienced,IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · information technology (it) computer science · customer service · customer care · sales · management · testing
Business Developmen Expert - 444113607,stc,"Riyadh, Saudi Arabia",Full Time,2024-08-26,Entry Level,IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) computer science · sales · engineering · marketing · business development · management
Project Execution Manager,Hilti Emirates,"Dubai, United Arab Emirates",Full Time,2024-08-25,Experienced,Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · PMP · Information Technology (IT) · Management Computer Science · Civil Engineering
IT Business Analysis Lead Specialist,"Zakat, Tax and Customs Authority","Riyadh, Saudi Arabia",Full Time,2024-08-23,Experienced,IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) computer science · sales · sales skills · management · analysis · business analysis
Logistics Information System (LIS) Operator I (Supply),Amentum,"Kuwait City, Kuwait",Full Time,2024-08-25,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · ERP · Engineering · Software Engineering · Information Systems · Software
General Accountant,Eco agro science,"Sheikh Zayed, Giza, Egypt",Full Time,2024-08-15,Experienced,Accounting/Finance · Banking · Logistics/Supply Chain · Accounting Software · excel · Finance · Financial Analysis · Financial Management · MS · Software
Quality Assurance Specialist,Ecomaster,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,Quality · Quality Assurance · quality · MS Office · ISO
Junior Business Intelligence Analyst (Remote),Kreativstorm,"Dubai, United Arab Emirates",Full Time,2024-08-16,Experienced,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology Computer Science · Information Technology (IT) · Business Analysis · Engineering · BI · Python · SQL
Warehouse Manager,Confidential,"Cairo, Egypt",Full Time,2024-09-14,Manager,Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Pharmaceutical · Warehouse manager · GMP · Logistics · Supply Chain · Warehouse · Warehousing
Software Project Manager,Confidential,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,Project/Program Management · PMP · PgMP
Field Service Engineer - Red Sea (Umluj),Smiths Detection,"Riyadh, Saudi Arabia",Full Time,2024-08-24,Entry Level,Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Electrical Engineering · Maintenance · Information Technology (IT) Computer Science · Customer Service · Mechanical Engineering
Logistics Information System (LIS) Operator I (SWA Bn Maintenance),Amentum,"Kuwait City, Kuwait",Full Time,2024-08-24,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · ERP · Engineering · Software Engineering · Information Systems · Software
Information Technology Technical Support,The Group Securities,"Doha, Qatar",Full Time,2024-08-18,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Technical Support Computer Science · Customer Service · Customer Support · Engineering · Customer Care
Electrical Engineering Lead,Nightwing,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Experienced,Installation/Maintenance/Repair · Sales/Retail · Engineering - Mechanical/Electrical · Electrical Engineering · Engineering · AutoCAD · Maintenance · Electrical · Mechanical Engineering · Microsoft Office
IT Officer,Millennium Hotel Hail,"Riyadh, Saudi Arabia",Full Time,2024-08-23,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Installation · Troubleshooting · Computer Engineering · Computer Maintenance · Engineering
Sr Telecommunications Engineer,Intrepid,"Kuwait City, Kuwait",Full Time,2024-08-23,Experienced,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) Computer Science · Software Development · Electrical Engineering · Software Engineering · AWS
Business Analyst (Applications),BSL BAE Systems Strategic Aerospace Services WLL,"Doha, Qatar",Full Time,2024-08-21,Experienced,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) Computer Science · Analysis · Software Development · Software · Computer Engineering
Technical Office Engineer - MEP,TIC,"Cairo, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · AutoCAD · 3D · Electrical Engineering · Engineering · Maintenance · technical · Mechanical Engineering · Mechanical
Hubspot CRM Specialist - Fully remote,Yodo1 Games,"Dubai, United Arab Emirates",Full Time,2024-08-17,Experienced,Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · CRM · Customer Service · Customer Support · Customer Care · Information Technology (IT) Computer Science · Marketing
Testing & User Acceptance Senior Specialist,"Zakat, Tax and Customs Authority","Riyadh, Saudi Arabia",Full Time,2024-08-18,Entry Level,IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Testing · Software Testing · Software Development · Software Engineering · Quality Control
Testing & User Acceptance Specialist,"Zakat, Tax and Customs Authority","Riyadh, Saudi Arabia",Full Time,2024-08-18,Entry Level,IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Testing · Software Testing · Software Development · Software Engineering · Quality Control
Construction Integrator,Intrepid,"Doha, Qatar",Full Time,2024-08-22,Entry Level,Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · engineering · construction · information technology (it) computer science · management · education · civil
Sales Engineer,HRInvest,"Kuwait City, Kuwait",Full Time,2024-08-18,Experienced,Sales/Retail · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Sales · Sales Skills · Engineering · Sales Target · Mechanical Engineering · Electrical Engineering · Customer Service
Facilities Maintenance Technician,SPIMACO,"Riyadh, Saudi Arabia",Full Time,2024-08-19,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Mechanical/Electrical · Maintenance · Engineering · Mechanical Engineering · Technical Support · Microsoft Office · Mobile Maintenance · Electrical Engineering
Senior Core Analyst,Saybolt Pakistan Limited,"Dubai, United Arab Emirates",Full Time,2024-08-18,Experienced,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Analysis · Business Analysis · Software Development · Finance · Accounting
Quality Control Supervisor,SPIMACO,"Riyadh, Saudi Arabia",Full Time,2024-08-19,Experienced,IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Quality · Engineering · QC Computer Science · Information Technology (IT)
"Lead, Category Engineer",North Oil Company Qatar,"Doha, Qatar",Full Time,2024-08-19,Experienced,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Information Technology (IT) Computer Science · Engineering · Software Development · Software Engineering · Software · Civil Engineering
Logistics Information System (LIS) Operator II (Supply),Amentum,"Kuwait City, Kuwait",Full Time,2024-08-21,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · ERP · Engineering · Software Engineering · Information Systems · Software
Cybersecurity Planning& Execution Engineer,Alkan CIT,"Mokattam, Cairo, Egypt",Full Time,2024-09-14,Experienced,Engineering - Other · Planning · Engineering · Cybersecurity
IT Business Analysis Supervisor,"Zakat, Tax and Customs Authority","Riyadh, Saudi Arabia",Full Time,2024-08-18,Experienced,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) computer science · engineering · software development · analysis · business administration · management
Web Developer (WordPress),TalentFusion Solutions,"Kuwait City, Kuwait",Full Time,2024-08-18,Entry Level,Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Web Development · Software Development · javaScript · Software Engineering · CSS
Senior IT Support Engineer,Fortes Investment,"Dubai, United Arab Emirates",Full Time,2024-08-15,Senior Management,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Technical Support · Engineering · Computer Engineering · Customer Support · Customer Service
Team Lead Riders,talabat,"Kuwait City, Kuwait",Full Time,2024-08-16,Experienced,IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Software Development · Software Engineering · Computer Engineering · Agile · javaScript
Review & Objections Senior Specialist,"Zakat, Tax and Customs Authority","Riyadh, Saudi Arabia",Full Time,2024-08-19,Experienced,Writing/Editorial · IT/Software Development · Quality · Translation · Writing · Editing · Reviewing · Quality · Localization Computer Science
Practice Executive,Flow Talent,"Riyadh, Saudi Arabia",Full Time,2024-08-19,Experienced,IT/Software Development · Marketing/PR/Advertising · Media/Journalism/Publishing · marketing · social media · information technology (it) computer science · management · english · communication skills
Infrastructure Manager,Confidential,"Cairo, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · Information Technology (IT) · Infrastructure
Environmental Health & Safety (EHS) Specialist,Nightwing,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Entry Level,R&D/Science · Quality · Engineering - Other · HSE · Engineering · Health &amp; Safety · Quality · Safety Science · Health
Oracle Developer,Blue Bell,"Bourj Alarab, Alexandria, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · oracle developer · Oracle · Information Technology (IT) · developer · Software Development
AI Engineer,The Osiris Labs,"Mokattam, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Account Management · Project Management · sales skills · Marketing · Management · Communication
Java Developer,Truelancer.com,"Riyadh, Saudi Arabia",Full Time,2024-08-16,Entry Level,IT/Software Development · Quality · Engineering - Telecom/Technology · Java Computer Science · Information Technology (IT) · Software Development · Software Engineering · javaScript · Engineering
Telecommunication Engineer,Integrated Group Amper,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Entry Level,Installation/Maintenance/Repair · Engineering - Telecom/Technology · VoIP · teleco · Telecommunication · Engineering · CTI · API · TCP/IP · VPN
Supply Chain Specialist,MedicZone,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,Logistics/Supply Chain · Pharmaceutical · Purchasing/Procurement · Communication skills · English · supply chain management · Supply Chain · Supply · Logistics · Business Administration
SEO Marketing Specialist,Mirrorful,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,Analyst/Research · E-Marketing · digital marketing · SEO · Social Media · Marketing · Digital Marketing · Google Analytics
IT Support Assistant,Jockey Club of Saudi Arabia (JCSA),"Riyadh, Saudi Arabia",Full Time,2024-08-15,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Technical Support · Installation · Troubleshooting · Maintenance · Engineering
Technical Sales Manager,W. R. Grace,"Dubai, United Arab Emirates",Full Time,2024-08-17,Experienced,Customer Service/Support · Operations/Management · Sales/Retail · Sales · Sales Skills · Sales Target · Customer Service · Customer Support · Customer Care · Engineering
Project Manager,MENA-Water,"Dubai, United Arab Emirates",Full Time,2024-08-17,Entry Level,Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · Information Technology (IT) · Management Computer Science · Civil Engineering · Microsoft Office
"Senior Associate, Experienced, Riyadh",Boston Consulting Group (BCG),"Riyadh, Saudi Arabia",Full Time,2024-08-17,Experienced,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · microsoft office · engineering · information technology (it) computer science · design · management · law
Senior Network Administrator,Confidential,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Information Technology (IT) · Networking
Quality (Control&Assurance),Alfouad for Automotive Spare Parts,"Ameria, Alexandria, Egypt",Full Time,2024-09-14,Experienced,Manufacturing/Production · Quality · Engineering · English · excel · ISO · ISO 9001 · Management · Microsoft Office · Quality Assurance
IT system Administrator,Eduhive,"Bolkly, Alexandria, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · computer · Networks · Computer Engineering · Engineering · Network
